frame,x_head,y_head,x_foot,y_foot,x_ball,y_ball,label
647,296.0,440.0,595.0,569.0,539.0,380.0,stand
648,302.0,438.0,593.0,567.0,538.0,379.0,stand
649,307.0,437.0,585.0,566.0,537.0,380.0,stand
650,309.0,437.0,578.0,563.0,536.0,386.0,stand
651,313.0,436.0,575.0,561.0,537.0,398.0,stand
652,316.0,437.0,573.0,550.0,536.0,413.0,stand
653,318.0,436.0,565.0,519.0,537.0,435.0,stand
655,316.0,436.0,551.0,498.0,529.0,464.0,kick
656,316.0,436.0,530.0,510.0,515.0,443.0,stand
657,314.0,436.0,508.0,509.0,501.0,432.0,stand
658,309.0,437.0,498.0,512.0,488.0,425.0,stand
659,304.0,434.0,477.0,510.0,475.0,424.0,stand
660,299.0,432.0,467.0,511.0,462.0,424.0,stand
668,296.0,448.0,467.0,455.0,432.0,403.0,stand
669,301.0,453.0,449.0,484.0,440.0,388.0,stand
670,303.0,450.0,441.0,510.0,449.0,380.0,stand
671,306.0,453.0,449.0,569.0,458.0,374.0,stand
672,306.0,446.0,469.0,551.0,467.0,374.0,stand
673,305.0,441.0,486.0,537.0,476.0,378.0,stand
674,306.0,440.0,487.0,536.0,493.0,384.0,stand
675,308.0,437.0,506.0,532.0,493.0,397.0,stand
676,310.0,437.0,504.0,527.0,501.0,415.0,stand
677,311.0,437.0,503.0,519.0,510.0,434.0,stand
678,314.0,438.0,501.0,518.0,519.0,449.0,stand
679,316.0,440.0,514.0,506.0,528.0,436.0,stand
680,317.0,441.0,524.0,503.0,538.0,429.0,stand
681,316.0,443.0,535.0,506.0,550.0,426.0,stand
682,317.0,445.0,541.0,517.0,560.0,429.0,stand
683,322.0,447.0,558.0,547.0,571.0,435.0,stand
684,331.0,450.0,581.0,548.0,583.0,445.0,stand
685,331.0,450.0,614.0,554.0,592.0,461.0,stand
686,337.0,448.0,619.0,545.0,603.0,483.0,stand
687,341.0,444.0,626.0,506.0,617.0,500.0,kick
688,340.0,442.0,653.0,509.0,608.0,471.0,stand
689,339.0,441.0,633.0,511.0,591.0,441.0,stand
690,342.0,440.0,576.0,538.0,599.0,418.0,stand
691,342.0,443.0,573.0,562.0,594.0,399.0,stand
692,341.0,447.0,607.0,554.0,587.0,384.0,stand
693,340.0,445.0,613.0,558.0,582.0,374.0,stand
694,339.0,443.0,593.0,571.0,575.0,370.0,stand
695,339.0,442.0,594.0,592.0,570.0,368.0,stand
696,343.0,437.0,593.0,600.0,563.0,372.0,stand
697,343.0,436.0,593.0,610.0,567.0,383.0,stand
698,342.0,436.0,593.0,614.0,552.0,396.0,stand
699,343.0,436.0,592.0,614.0,546.0,413.0,stand
700,343.0,439.0,592.0,612.0,541.0,434.0,stand
715,338.0,444.0,477.0,445.0,468.0,419.0,kick
716,340.0,444.0,487.0,428.0,470.0,415.0,kick
717,342.0,444.0,485.0,444.0,474.0,416.0,kick
718,344.0,444.0,480.0,435.0,477.0,420.0,kick
740,373.0,551.0,477.0,363.0,508.0,308.0,stand
741,355.0,552.0,474.0,353.0,505.0,290.0,stand
742,348.0,553.0,464.0,340.0,504.0,274.0,stand
745,344.0,556.0,453.0,366.0,499.0,256.0,stand
750,345.0,560.0,409.0,426.0,485.0,250.0,stand
751,346.0,561.0,427.0,372.0,480.0,253.0,stand
752,347.0,567.0,436.0,362.0,474.0,255.0,stand
753,347.0,568.0,411.0,373.0,471.0,259.0,stand
754,347.0,572.0,416.0,395.0,473.0,265.0,stand
755,344.0,571.0,443.0,352.0,476.0,271.0,stand
770,368.0,576.0,440.0,326.0,466.0,293.0,kick
771,368.0,578.0,437.0,324.0,470.0,292.0,kick
785,367.0,588.0,482.0,308.0,471.0,259.0,stand
786,368.0,588.0,498.0,316.0,476.0,249.0,stand
787,372.0,586.0,514.0,320.0,479.0,247.0,stand
788,375.0,584.0,526.0,325.0,483.0,248.0,stand
789,378.0,583.0,536.0,341.0,487.0,255.0,stand
790,377.0,583.0,542.0,363.0,490.0,267.0,stand
791,377.0,583.0,547.0,374.0,492.0,283.0,stand
792,377.0,582.0,548.0,390.0,507.0,307.0,stand
793,379.0,581.0,546.0,396.0,510.0,333.0,stand
794,378.0,580.0,544.0,397.0,503.0,367.0,stand
795,380.0,580.0,530.0,390.0,515.0,415.0,kick
798,380.0,579.0,519.0,328.0,520.0,337.0,kick
799,385.0,579.0,521.0,340.0,523.0,319.0,kick
800,384.0,579.0,524.0,343.0,527.0,308.0,kick
801,384.0,579.0,526.0,343.0,531.0,304.0,kick
802,384.0,580.0,532.0,341.0,535.0,302.0,kick
803,387.0,581.0,535.0,337.0,540.0,308.0,kick
804,389.0,581.0,537.0,326.0,544.0,313.0,kick
805,389.0,581.0,540.0,327.0,543.0,308.0,kick
806,393.0,581.0,541.0,322.0,543.0,308.0,kick
807,395.0,581.0,544.0,312.0,542.0,308.0,kick
808,395.0,581.0,547.0,319.0,541.0,308.0,kick
809,394.0,579.0,549.0,322.0,537.0,306.0,kick
810,396.0,578.0,548.0,319.0,534.0,306.0,kick
811,397.0,577.0,557.0,340.0,529.0,310.0,kick
812,402.0,576.0,565.0,356.0,523.0,321.0,stand
813,401.0,575.0,569.0,371.0,511.0,336.0,stand
814,398.0,573.0,572.0,382.0,517.0,354.0,stand
815,398.0,573.0,573.0,391.0,513.0,378.0,stand
816,395.0,570.0,570.0,402.0,509.0,405.0,stand
917,749.0,187.0,638.0,577.0,688.0,447.0,stand
